sentence_number,word,tag
394,a,B-QUANTITY
394,regular,B-SIZE
394,jasmine,B-FLAVOR
394,green,B-BEVERAGE
394,tea,I-BEVERAGE
395,Can,O
395,I,O
395,have,O
395,a,B-QUANTITY
395,regular,B-SIZE
395,tangerine,B-FLAVOR
395,green,B-BEVERAGE
395,tea,I-BEVERAGE
396,I'll,O
396,take,O
396,a,B-QUANTITY
396,hazelnut,B-FLAVOR
396,praline,I-FLAVOR
396,latte,B-COFFEE-TYPE
397,Can,O
397,I,O
397,have,O
397,a,B-QUANTITY
397,regular,B-SIZE
397,white,B-FLAVOR
397,mocha,B-COFFEE-TYPE
397,latte,I-COFFEE-TYPE
398,Can,O
398,I,O
398,get,O
398,a,B-QUANTITY
398,regular,B-SIZE
398,caramel,B-FLAVOR
398,coconut,I-FLAVOR
398,latte,B-COFFEE-TYPE
399,Can,O
399,I,O
399,have,O
399,a,B-QUANTITY
399,regular,B-SIZE
399,blueberry,B-FLAVOR
399,matcha,B-FLAVOR
399,latte,B-COFFEE-TYPE
400,A,B-QUANTITY
400,small,B-SIZE
400,toasted,B-FLAVOR
400,marshmallow,I-FLAVOR
400,latte,B-COFFEE-TYPE
401,A,B-QUANTITY
401,small,B-SIZE
401,caramel,B-FLAVOR
401,apple,I-FLAVOR
401,cider,B-BEVERAGE
402,Can,O
402,I,O
402,get,O
402,a,B-QUANTITY
402,regular,B-SIZE
402,rose,B-FLAVOR
402,petal,I-FLAVOR
402,latte,B-COFFEE-TYPE
403,A,B-QUANTITY
403,small,B-SIZE
403,white,B-FLAVOR
403,chocolate,I-FLAVOR
403,mocha,B-COFFEE-TYPE
404,I'll,O
404,take,O
404,a,B-QUANTITY
404,pistachio,B-FLAVOR
404,rose,B-FLAVOR
404,latte,B-COFFEE-TYPE
405,A,B-QUANTITY
405,small,B-SIZE
405,tangerine,B-FLAVOR
405,green,B-BEVERAGE
405,tea,I-BEVERAGE
406,A,B-QUANTITY
406,small,B-SIZE
406,orange,B-FLAVOR
406,blossom,I-FLAVOR
406,latte,B-COFFEE-TYPE
407,I'll,O
407,have,O
407,a,B-QUANTITY
407,honey,B-FLAVOR
407,lavender,I-FLAVOR
407,latte,B-COFFEE-TYPE
408,have,O
408,a,B-QUANTITY
408,hazelnut,B-FLAVOR
408,hot,B-TEMP
408,cocoa,B-BEVERAGE
409,Can,O
409,I,O
409,get,O
409,a,B-QUANTITY
409,regular,B-SIZE
409,pineapple,B-FLAVOR
409,iced,B-TEMP
409,tea,B-BEVERAGE
410,I'll,O
410,have,O
410,a,B-QUANTITY
410,raspberry,B-FLAVOR
410,chocolate,B-FLAVOR
410,mocha,B-COFFEE-TYPE
411,I'll,O
411,take,O
411,a,B-QUANTITY
411,black,B-FLAVOR
411,forest,I-FLAVOR
411,hot,B-BEVERAGE
411,chocolate,I-BEVERAGE
412,I'll,O
412,take,O
412,a,B-QUANTITY
412,citrus,B-FLAVOR
412,lavender,B-FLAVOR
412,tea,B-BEVERAGE
413,I'll,O
413,have,O
413,a,B-QUANTITY
413,caramel,B-FLAVOR
413,macchiato,B-COFFEE-TYPE
414,A,B-QUANTITY
414,small,B-SIZE
414,lavender,B-FLAVOR
414,honey,I-FLAVOR
414,latte,B-COFFEE-TYPE
415,Can,O
415,I,O
415,have,O
415,a,B-QUANTITY
415,regular,B-SIZE
415,honey,B-FLAVOR
415,almond,I-FLAVOR
415,milk,I-MILK-TYPE
415,tea,B-BEVERAGE
416,I'll,O
416,take,O
416,a,B-QUANTITY
416,mocha,B-FLAVOR
416,mint,I-FLAVOR
416,frappe,B-BEVERAGE
417,A,B-QUANTITY
417,small,B-SIZE
417,raspberry,B-FLAVOR
417,rose,I-FLAVOR
417,tea,B-BEVERAGE
418,I,O
418,have,O
418,a,B-QUANTITY
418,regular,B-SIZE
418,mint,B-FLAVOR
418,julep,I-FLAVOR
418,tea,B-BEVERAGE
419,Can,O
419,I,O
419,get,O
419,a,B-QUANTITY
419,regular,B-SIZE
419,coconut,B-FLAVOR
419,chai,I-FLAVOR
419,latte,B-COFFEE-TYPE
420,A,B-QUANTITY
420,small,B-SIZE
420,caramel,B-FLAVOR
420,apple,I-FLAVOR
420,spice,I-FLAVOR
420,cider,B-BEVERAGE
421,Can,O
421,I,O
421,get,O
421,a,B-QUANTITY
421,regular,B-SIZE
421,jasmine,B-FLAVOR
421,oolong,I-FLAVOR
421,tea,B-BEVERAGE
422,I'll,O
422,have,O
422,a,B-QUANTITY
422,cinnamon,B-FLAVOR
422,apple,I-FLAVOR
422,cider,B-BEVERAGE
423,A,B-QUANTITY
423,small,B-SIZE
423,chai,B-FLAVOR
423,spiced,I-FLAVOR
423,latte,B-COFFEE-TYPE
424,Can,O
424,I,O
424,have,O
424,a,B-QUANTITY
424,regular,B-SIZE
424,spiced,I-FLAVOR
424,apple,I-FLAVOR
424,cider,B-BEVERAGE
425,A,B-QUANTITY
425,small,B-SIZE
425,caramel,I-FLAVOR
425,macchiato,B-COFFEE-TYPE
426,Can,O
426,I,O
426,get,O
426,a,B-QUANTITY
426,regular,B-SIZE
426,peppermint,B-FLAVOR
426,white,I-FLAVOR
426,mocha,B-COFFEE-TYPE
427,A,B-QUANTITY
427,small,B-SIZE
427,vanilla,B-FLAVOR
427,hazelnut,I-FLAVOR
427,latte,B-COFFEE-TYPE
428,A,B-QUANTITY
428,small,B-SIZE
428,matcha,B-FLAVOR
428,green,I-FLAVOR
428,tea,B-BEVERAGE
428,latte,I-BEVERAGE
429,I,O
429,get,O
429,a,B-QUANTITY
429,regular,B-SIZE
429,cardamom,B-FLAVOR
429,chai,I-FLAVOR
429,latte,B-COFFEE-TYPE
430,I'll,O
430,have,O
430,a,B-QUANTITY
430,honey,B-FLAVOR
430,lemon,I-FLAVOR
430,tea,B-BEVERAGE
431,Can,O
431,I,O
431,have,O
431,a,B-QUANTITY
431,regular,B-SIZE
431,raspberry,B-FLAVOR
431,mocha,B-COFFEE-TYPE
431,latte,I-COFFEE-TYPE
432,A,B-QUANTITY
432,small,B-SIZE
432,coconut,B-FLAVOR
432,black,I-FLAVOR
432,tea,B-BEVERAGE
433,Can,O
433,I,O
433,get,O
433,a,B-QUANTITY
433,regular,B-SIZE
433,strawberry,I-FLAVOR
433,banana,I-FLAVOR
433,smoothie,B-BEVERAGE
434,I'll,O
434,have,O
434,a,B-QUANTITY
434,vanilla,B-FLAVOR
434,mint,I-FLAVOR
434,latte,B-COFFEE-TYPE
435,A,B-QUANTITY
435,small,B-SIZE
435,rosehip,B-FLAVOR
435,tea,B-BEVERAGE
436,A,B-QUANTITY
436,small,B-SIZE
436,honey,B-FLAVOR
436,almond,I-FLAVOR
436,milk,I-MILK-TYPE
436,tea,B-BEVERAGE
437,I'll,O
437,take,O
437,a,B-QUANTITY
437,cinnamon,B-FLAVOR
437,plum,I-FLAVOR
437,tea,B-BEVERAGE
438,A,B-QUANTITY
438,small,B-SIZE
438,chocolate,B-FLAVOR
438,cherry,I-FLAVOR
438,latte,B-COFFEE-TYPE
439,I'll,O
439,take,O
439,a,B-QUANTITY
439,chocolate,B-FLAVOR
439,raspberry,I-FLAVOR
439,latte,B-COFFEE-TYPE
440,I'll,O
440,have,O
440,a,B-QUANTITY
440,vanilla,B-FLAVOR
440,chai,I-FLAVOR
440,latte,B-COFFEE-TYPE
441,Can,O
441,I,O
441,have,O
441,a,B-QUANTITY
441,regular,B-SIZE
441,honey,B-FLAVOR
441,lavender,I-FLAVOR
441,latte,B-COFFEE-TYPE
442,Can,O
442,I,O
442,get,O
442,a,B-QUANTITY
442,regular,B-SIZE
442,hazelnut,B-FLAVOR
442,praline,I-FLAVOR
442,latte,B-COFFEE-TYPE
443,I'll,O
443,have,O
443,a,B-QUANTITY
443,chai,B-FLAVOR
443,spiced,I-FLAVOR
443,hot,B-TEMP
443,chocolate,B-BEVERAGE
444,Can,O
444,I,O
444,get,O
444,a,B-QUANTITY
444,regular,B-SIZE
444,caramelized,I-FLAVOR
444,pear,I-FLAVOR
444,latte,B-COFFEE-TYPE
445,A,B-QUANTITY
445,small,B-SIZE
445,maple,B-FLAVOR
445,walnut,I-FLAVOR
445,latte,B-COFFEE-TYPE
446,I'll,O
446,have,O
446,a,B-QUANTITY
446,turmeric,B-FLAVOR
446,chai,B-FLAVOR
446,latte,B-COFFEE-TYPE
447,I'll,O
447,take,O
447,a,B-QUANTITY
447,vanilla,B-FLAVOR
447,latte,B-COFFEE-TYPE
448,A,B-QUANTITY
448,small,B-SIZE
448,maple,B-FLAVOR
448,walnut,I-FLAVOR
448,latte,B-COFFEE-TYPE
449,I'll,O
449,take,O
449,a,B-QUANTITY
449,raspberry,B-FLAVOR
449,peach,I-FLAVOR
449,iced,B-TEMP
449,tea,B-BEVERAGE
450,Can,O
450,I,O
450,have,O
450,a,B-QUANTITY
450,regular,B-SIZE
450,hazelnut,B-FLAVOR
450,latte,B-COFFEE-TYPE
451,Can,O
451,I,O
451,have,O
451,a,B-QUANTITY
451,regular,B-SIZE
451,caramelized,I-FLAVOR
451,pear,I-FLAVOR
451,latte,B-COFFEE-TYPE
452,Can,O
452,I,O
452,have,O
452,a,B-QUANTITY
452,regular,B-SIZE
452,mocha,B-FLAVOR
452,frappe,B-COFFEE-TYPE
453,I'll,O
453,have,O
453,a,B-QUANTITY
453,chai,B-FLAVOR
453,tea,B-BEVERAGE
453,latte,I-BEVERAGE
454,A,B-QUANTITY
454,small,B-SIZE
454,vanilla,B-FLAVOR
454,cinnamon,I-FLAVOR
454,latte,B-COFFEE-TYPE
455,Can,O
455,I,O
455,get,O
455,a,B-QUANTITY
455,regular,B-SIZE
455,hazelnut,B-FLAVOR
455,latte,B-COFFEE-TYPE
456,Can,O
456,I,O
456,have,O
456,a,B-QUANTITY
456,regular,B-SIZE
456,pistachio,B-FLAVOR
456,almond,I-FLAVOR
456,latte,B-COFFEE-TYPE
457,Can,O
457,I,O
457,get,O
457,a,B-QUANTITY
457,regular,B-SIZE
457,strawberry,I-FLAVOR
457,lemonade,I-FLAVOR
457,iced,B-TEMP
457,tea,B-BEVERAGE
458,Can,O
458,I,O
458,get,O
458,a,B-QUANTITY
458,regular,B-SIZE
458,chocolate,B-FLAVOR
458,mint,I-FLAVOR
458,latte,B-COFFEE-TYPE
459,Can,O
459,I,O
459,get,O
459,a,B-QUANTITY
459,regular,B-SIZE
459,chai,B-FLAVOR
459,latte,B-COFFEE-TYPE
460,Can,O
460,I,O
460,get,O
460,a,B-QUANTITY
460,regular,B-SIZE
460,caramel,I-FLAVOR
460,macchiato,B-COFFEE-TYPE
461,I'll,O
461,take,O
461,a,B-QUANTITY
461,cinnamon,B-FLAVOR
461,plum,I-FLAVOR
461,tea,B-BEVERAGE
462,I'll,O
462,take,O
462,a,B-QUANTITY
462,lavender,B-FLAVOR
462,blueberry,I-FLAVOR
462,latte,B-COFFEE-TYPE
463,A,B-QUANTITY
463,small,B-SIZE
463,coconut,B-FLAVOR
463,mocha,B-COFFEE-TYPE
464,A,B-QUANTITY
464,small,B-SIZE
464,lemon,B-FLAVOR
464,mint,I-FLAVOR
464,tea,B-BEVERAGE
465,I'll,O
465,have,O
465,a,B-QUANTITY
465,chai,B-FLAVOR
465,spiced,I-FLAVOR
465,hot,B-TEMP
465,chocolate,B-BEVERAGE
466,I'll,O
466,take,O
466,a,B-QUANTITY
466,caramel,B-FLAVOR
466,latte,B-COFFEE-TYPE
467,A,B-QUANTITY
467,small,B-SIZE
467,green,I-FLAVOR
467,tea,B-BEVERAGE
467,latte,I-BEVERAGE
468,I'll,O
468,take,O
468,a,B-QUANTITY
468,black,B-FLAVOR
468,sesame,I-FLAVOR
468,latte,B-COFFEE-TYPE
469,Can,O
469,I,O
469,have,O
469,a,B-QUANTITY
469,regular,B-SIZE
469,raspberry,B-FLAVOR
469,mocha,B-COFFEE-TYPE
469,latte,I-COFFEE-TYPE
470,A,B-QUANTITY
470,small,B-SIZE
470,lavender,B-FLAVOR
470,caramel,I-FLAVOR
470,latte,B-COFFEE-TYPE
471,Can,O
471,I,O
471,have,O
471,a,B-QUANTITY
471,regular,B-SIZE
471,coconut,B-FLAVOR
471,caramel,I-FLAVOR
471,latte,B-COFFEE-TYPE
472,A,B-QUANTITY
472,small,B-SIZE
472,coconut,B-FLAVOR
472,almond,I-FLAVOR
472,milk,I-MILK-TYPE
472,latte,B-COFFEE-TYPE
474,A,B-QUANTITY
474,small,B-SIZE
474,peach,I-FLAVOR
474,iced,B-TEMP
474,tea,B-BEVERAGE
475,A,B-QUANTITY
475,small,B-SIZE
475,caramel,I-FLAVOR
475,macchiato,B-COFFEE-TYPE
476,Can,O
476,I,O
476,have,O
476,a,B-QUANTITY
476,regular,B-SIZE
476,almond,I-FLAVOR
476,joy,I-FLAVOR
476,latte,B-COFFEE-TYPE
477,I'll,O
477,take,O
477,a,B-QUANTITY
477,matcha,B-FLAVOR
477,coconut,B-FLAVOR
477,frappe,B-COFFEE-TYPE
478,I'll,O
478,have,O
478,a,B-QUANTITY
478,gingerbread,B-FLAVOR
478,latte,B-COFFEE-TYPE
479,A,B-QUANTITY
479,small,B-SIZE
479,peppermint,B-FLAVOR
479,latte,B-COFFEE-TYPE
480,A,B-QUANTITY
480,small,B-SIZE
480,raspberry,B-FLAVOR
480,hot,B-TEMP
480,chocolate,B-BEVERAGE
481,A,B-QUANTITY
481,small,B-SIZE
481,vanilla,B-FLAVOR
481,hazelnut,I-FLAVOR
481,latte,B-COFFEE-TYPE
482,I'll,O
482,have,O
482,a,B-QUANTITY
482,honey,B-FLAVOR
482,rosemary,I-FLAVOR
482,latte,B-COFFEE-TYPE
483,take,O
483,a,B-QUANTITY
483,blueberry,B-FLAVOR
483,vanilla,I-FLAVOR
483,latte,B-COFFEE-TYPE
484,I'll,O
484,have,O
484,a,B-QUANTITY
484,cardamom,I-FLAVOR
484,rose,I-FLAVOR
484,latte,B-COFFEE-TYPE
485,A,B-QUANTITY
485,small,B-SIZE
485,maple,B-FLAVOR
485,cinnamon,I-FLAVOR
485,latte,B-COFFEE-TYPE
486,Can,O
486,I,O
486,have,O
486,a,B-QUANTITY
486,regular,B-SIZE
486,peppermint,B-FLAVOR
486,bark,I-FLAVOR
486,latte,B-COFFEE-TYPE
487,Can,O
487,I,O
487,have,O
487,a,B-QUANTITY
487,regular,B-SIZE
487,raspberry,I-FLAVOR
487,mocha,B-COFFEE-TYPE
487,latte,I-COFFEE-TYPE
488,Can,O
488,I,O
488,have,O
488,a,B-QUANTITY
488,regular,B-SIZE
488,caramel,I-FLAVOR
488,banana,I-FLAVOR
488,latte,B-COFFEE-TYPE
489,I'll,O
489,take,O
489,a,B-QUANTITY
489,rosemary,I-FLAVOR
489,vanilla,B-FLAVOR
489,latte,B-COFFEE-TYPE
490,I'll,O
490,have,O
490,a,B-QUANTITY
490,gingerbread,B-FLAVOR
490,chai,B-FLAVOR
490,latte,B-COFFEE-TYPE
492,I'll,O
492,take,O
492,a,B-QUANTITY
492,lavender,I-FLAVOR
492,mint,I-FLAVOR
492,iced,B-TEMP
492,tea,B-BEVERAGE
493,Can,O
493,I,O
493,have,O
493,a,B-QUANTITY
493,chocolate,B-FLAVOR
493,cherry,I-FLAVOR
493,mocha,B-COFFEE-TYPE
493,latte,I-COFFEE-TYPE
494,A,B-QUANTITY
494,small,B-SIZE
494,vanilla,B-FLAVOR
494,coconut,I-FLAVOR
494,latte,B-COFFEE-TYPE
495,A,B-QUANTITY
495,small,B-SIZE
495,honey,I-FLAVOR
495,almond,I-FLAVOR
495,milk,I-MILK-TYPE
495,latte,B-COFFEE-TYPE
496,Can,O
496,I,O
496,have,O
496,a,B-QUANTITY
496,regular,B-SIZE
496,lavender,I-FLAVOR
496,vanilla,I-FLAVOR
496,latte,B-COFFEE-TYPE
497,I'll,O
497,have,O
497,a,B-QUANTITY
497,peach,I-FLAVOR
497,lavender,I-FLAVOR
497,iced,B-TEMP
497,tea,B-BEVERAGE
498,small,B-SIZE
498,caramelized,I-FLAVOR
498,pear,I-FLAVOR
498,latte,B-COFFEE-TYPE
499,Can,O
499,I,O
499,have,O
499,a,B-QUANTITY
499,regular,B-SIZE
499,coconut,I-FLAVOR
499,banana,I-FLAVOR
499,latte,B-COFFEE-TYPE
500,A,B-QUANTITY
500,small,B-SIZE
500,caramel,I-FLAVOR
500,pecan,I-FLAVOR
500,latte,B-COFFEE-TYPE
501,I'll,O
501,take,O
501,a,B-QUANTITY
501,hazelnut,B-FLAVOR
501,maple,I-FLAVOR
501,latte,B-COFFEE-TYPE
502,A,B-QUANTITY
502,small,B-SIZE
502,honey,I-FLAVOR
502,chamomile,I-FLAVOR
502,tea,B-BEVERAGE
503,I'll,O
503,have,O
503,a,B-QUANTITY
503,honey,I-FLAVOR
503,ginger,I-FLAVOR
503,latte,B-COFFEE-TYPE
504,Can,O
504,I,O
504,have,O
504,a,B-QUANTITY
504,regular,B-SIZE
504,chai,B-FLAVOR
504,spiced,I-FLAVOR
504,hot,B-TEMP
504,chocolate,B-BEVERAGE
505,A,B-QUANTITY
505,small,B-SIZE
505,vanilla,B-FLAVOR
505,lavender,I-FLAVOR
505,latte,B-COFFEE-TYPE
506,I'll,O
506,have,O
506,a,B-QUANTITY
506,maple,B-FLAVOR
506,walnut,I-FLAVOR
506,latte,B-COFFEE-TYPE
507,Can,O
507,I,O
507,get,O
507,a,B-QUANTITY
507,regular,B-SIZE
507,strawberry,I-FLAVOR
507,basil,I-FLAVOR
507,iced,B-TEMP
507,tea,B-BEVERAGE
508,I'll,O
508,take,O
508,a,B-QUANTITY
508,caramel,I-FLAVOR
508,apple,I-FLAVOR
508,spice,B-BAKERY-ITEM
509,A,B-QUANTITY
509,small,B-SIZE
509,coconut,I-FLAVOR
509,cardamom,I-FLAVOR
509,latte,B-COFFEE-TYPE
510,A,B-QUANTITY
510,small,B-SIZE
510,orange,I-FLAVOR
510,blossom,I-FLAVOR
510,latte,B-COFFEE-TYPE
511,A,B-QUANTITY
511,small,B-SIZE
511,rose,I-FLAVOR
511,petal,I-FLAVOR
511,latte,B-COFFEE-TYPE
512,A,B-QUANTITY
512,small,B-SIZE
512,cardamom,I-FLAVOR
512,vanilla,I-FLAVOR
512,latte,B-COFFEE-TYPE
513,Can,O
513,I,O
513,have,O
513,a,B-QUANTITY
513,regular,B-SIZE
513,almond,I-FLAVOR
513,rose,I-FLAVOR
513,latte,B-COFFEE-TYPE
514,Can,O
514,I,O
514,get,O
514,a,B-QUANTITY
514,regular,B-SIZE
514,blackberry,I-FLAVOR
514,sage,I-FLAVOR
514,latte,B-COFFEE-TYPE
515,Can,O
515,I,O
515,have,O
515,a,B-QUANTITY
515,regular,B-SIZE
515,peppermint,B-FLAVOR
515,vanilla,I-FLAVOR
515,latte,B-COFFEE-TYPE
516,I'll,O
516,have,O
516,a,B-QUANTITY
516,chocolate,B-FLAVOR
516,orange,I-FLAVOR
516,mocha,B-COFFEE-TYPE
517,could,O
517,I,O
517,get,O
517,one,B-QUANTITY
517,latte,B-COFFEE-TYPE
518,can,O
518,I,O
518,get,O
518,a,B-QUANTITY
518,iced,B-TEMP
518,latte,B-COFFEE-TYPE
518,with,O
518,extra,B-QUANTITY
518,sugar,I-SWEETENER
519,you’re,O
519,cute,O
519,what’s,O
519,your,O
519,name,O
520,one,B-QUANTITY
520,latte,B-COFFEE-TYPE
520,with,O
520,whip,B-ADD-ON
520,cream,I-ADD-ON
521,how,O
521,fresh,O
521,are,O
521,the,O
521,brownies,B-BAKERY-ITEM
522,could,O
522,I,O
522,get,O
522,a,B-QUANTITY
522,iced,B-TEMP
522,americano,B-COFFEE-TYPE
522,one,B-QUANTITY
522,sugar,I-SWEETENER
523,can,O
523,I,O
523,get,O
523,a,B-QUANTITY
523,americano,B-COFFEE-TYPE
523,coffee,I-COFFEE-TYPE
523,with,O
523,one,B-QUANTITY
523,sugar,I-SWEETENER
524,could,O
524,I,O
524,do,O
524,a,B-QUANTITY
524,2,B-QUANTITY
524,lattes,B-COFFEE-TYPE
524,one,B-QUANTITY
524,with,O
524,one,B-QUANTITY
524,shot,I-ADD-ON
524,of,O
524,espresso,I-ADD-ON
524,and,O
524,the,O
524,other,B-QUANTITY
524,with,O
524,soy,B-MILK-TYPE
524,milk,I-MILK-TYPE
525,can,O
525,I,O
525,get,O
525,a,B-QUANTITY
525,hot,B-TEMP
525,americano,B-COFFEE-TYPE
525,coffee,I-COFFEE-TYPE
525,with,O
525,one,B-QUANTITY
525,cream,B-ADD-ON
525,no,B-SWEETENER
525,sugar,I-SWEETENER
526,can,O
526,I,O
526,get,O
526,a,B-QUANTITY
526,latte,B-COFFEE-TYPE
526,with,O
526,an,B-QUANTITY
526,espresso,B-ADD-ON
526,shot,I-ADD-ON
527,can,O
527,I,O
527,get,O
527,a,B-QUANTITY
527,iced,B-TEMP
527,americano,B-COFFEE-TYPE
527,coffee,I-COFFEE-TYPE
527,one,B-QUANTITY
527,cream,B-ADD-ON
528,espresso,B-COFFEE-TYPE
528,with,O
528,6,B-QUANTITY
528,shots,I-QUANTITY
529,Can,O
529,I,O
529,have,O
529,a,B-QUANTITY
529,caramel,B-FLAVOR
529,macchiato,B-COFFEE-TYPE
529,with,O
529,almond,B-MILK-TYPE
529,milk,I-MILK-TYPE
529,please,O
530,make,O
530,me,O
530,a,B-QUANTITY
530,iced,B-TEMP
530,americano,B-COFFEE-TYPE
530,with,O
530,extra,B-QUANTITY
530,sugar,I-SWEETENER
530,but,O
530,less,B-QUANTITY
530,ice,I-ADD-ON
531,I,O
531,get,O
531,a,B-QUANTITY
531,hot,B-TEMP
531,americano,B-COFFEE-TYPE
531,coffee,I-COFFEE-TYPE
532,please,O
532,could,O
532,I,O
532,do,O
532,one,B-QUANTITY
532,iced,B-TEMP
532,latter,B-COFFEE-TYPE
532,with,O
532,soy,B-MILK-TYPE
532,milk,I-MILK-TYPE
532,and,O
532,then,O
532,a,B-QUANTITY
532,brownie,B-BAKERY-ITEM
533,could,O
533,I,O
533,get,O
533,one,B-QUANTITY
533,iced,B-TEMP
533,latte,B-COFFEE-TYPE
534,two,B-QUANTITY
534,hot,B-TEMP
534,coffees,B-COFFEE-TYPE
534,please,O
535,can,O
535,I,O
535,get,O
535,a,B-QUANTITY
535,iced,B-TEMP
535,americano,B-COFFEE-TYPE
535,coffee,I-COFFEE-TYPE
536,americano,B-COFFEE-TYPE
536,with,O
536,half,B-QUANTITY
536,and,I-QUANTITY
536,half,B-QUANTITY
536,milk,I-MILK-TYPE
536,please,O
537,Cappuccino,B-COFFEE-TYPE
537,with,O
537,a,B-QUANTITY
537,dusting,I-ADD-ON
537,of,O
537,cocoa,B-FLAVOR
537,powder,I-ADD-ON
537,please,O
538,Double-shot,B-QUANTITY
538,macchiato,B-COFFEE-TYPE
538,with,O
538,hazelnut,B-FLAVOR
538,syrup,I-ADD-ON
539,Make,O
539,me,O
539,a,B-QUANTITY
539,mocha,B-FLAVOR
539,frappuccino,B-COFFEE-TYPE
539,with,O
539,extra,B-QUANTITY
539,chocolate,B-FLAVOR
539,drizzle,I-ADD-ON
539,on,O
539,top,O
540,Iced,B-TEMP
540,caramel,B-FLAVOR
540,latte,B-COFFEE-TYPE
540,with,O
540,a,B-QUANTITY
540,sprinkle,I-QUANTITY
540,of,O
540,sea,B-BAKERY-ITEM
540,salt,I-BAKERY-ITEM
541,Vanilla,B-FLAVOR
541,latte,B-COFFEE-TYPE
541,with,O
541,an,B-QUANTITY
541,extra,B-QUANTITY
541,shot,I-ADD-ON
541,of,O
541,espresso,I-ADD-ON
542,Matcha,B-COFFEE-TYPE
542,green,B-ROAST-TYPE
542,tea,B-COFFEE-TYPE
542,latte,B-COFFEE-TYPE
542,with,O
542,coconut,B-MILK-TYPE
542,milk,I-MILK-TYPE
543,Iced,B-TEMP
543,chai,B-COFFEE-TYPE
543,latte,I-COFFEE-TYPE
543,with,O
543,a,B-QUANTITY
543,shot,I-ADD-ON
543,of,O
543,espresso,I-ADD-ON
543,known,O
543,as,O
543,a,B-QUANTITY
543,dirty,B-ADD-ON
543,chai,I-ADD-ON
544,Make,O
544,it,O
544,a,B-QUANTITY
544,soy,B-MILK-TYPE
544,latte,B-COFFEE-TYPE
544,with,O
544,a,B-QUANTITY
544,touch,I-QUANTITY
544,of,O
544,vanilla,B-FLAVOR
544,syrup,I-ADD-ON
544,on,O
545,Can,O
545,I,O
545,get,O
545,a,B-QUANTITY
545,macadamia,B-FLAVOR
545,nut,B-FOOD-ITEM
545,iced,B-TEMP
545,coffee,B-COFFEE-TYPE
545,with,O
545,cream,I-MILK-TYPE
545,on,O
546,How,O
546,about,O
546,a,B-QUANTITY
546,cinnamon,B-FLAVOR
546,dolce,B-ADD-ON
546,latte,I-ADD-ON
546,with,O
546,whipped,B-ADD-ON
546,cream,I-ADD-ON
546,on,O
546,top,O
547,Espresso,B-COFFEE-TYPE
547,con,O
547,panna,I-ADD-ON
547,with,O
547,a,B-QUANTITY
547,sprinkle,I-ADD-ON
547,of,O
547,cinnamon,B-FLAVOR
547,please,O
548,One,B-QUANTITY
548,flat,B-SIZE
548,white,B-ROAST-TYPE
548,with,O
548,oat,B-MILK-TYPE
548,milk,I-MILK-TYPE
548,and,O
548,a,B-QUANTITY
548,dash,I-QUANTITY
548,of,O
548,honey,B-SWEETENER
548,on,O
549,Iced,B-TEMP
549,latte,B-COFFEE-TYPE
549,with,O
549,vanilla,B-FLAVOR
549,syrup,I-ADD-ON
549,and,O
549,a,B-QUANTITY
549,splash,I-QUANTITY
549,of,O
549,coconut,B-MILK-TYPE
549,milk,I-MILK-TYPE
549,on,O
550,Mocha,B-COFFEE-TYPE
550,latte,B-COFFEE-TYPE
550,with,O
550,a,B-QUANTITY
550,scoop,I-QUANTITY
550,of,O
550,vanilla,B-FLAVOR
550,ice,B-FOOD-ITEM
550,cream,I-FOOD-ITEM
550,for,O
550,an,B-QUANTITY
550,affogato,B-ADD-ON
550,twist,O
551,like,O
551,a,B-QUANTITY
551,hazelnut,B-FLAVOR
551,latte,B-COFFEE-TYPE
551,with,O
551,two,B-QUANTITY
551,shots,I-ADD-ON
551,of,O
551,espresso,I-ADD-ON
551,and,O
551,whipped,B-ADD-ON
551,cream,I-ADD-ON
551,on,O
551,top,O
552,How,O
552,about,O
552,a,B-QUANTITY
552,peppermint,B-FLAVOR
552,mocha,B-COFFEE-TYPE
552,with,O
552,whipped,B-ADD-ON
552,cream,I-ADD-ON
552,for,O
552,a,B-QUANTITY
552,festive,O
552,touch,O
554,Iced,B-TEMP
554,almond,B-MILK-TYPE
554,milk,I-MILK-TYPE
554,latte,B-COFFEE-TYPE
554,with,O
554,a,B-QUANTITY
554,caramel,B-FLAVOR
554,drizzle,I-ADD-ON
555,Coconut,B-MILK-TYPE
555,iced,B-TEMP
555,coffee,B-COFFEE-TYPE
555,with,O
555,a,B-QUANTITY
555,shot,I-ADD-ON
555,of,O
555,espresso,I-ADD-ON
556,Double-shot,B-QUANTITY
556,espresso,B-COFFEE-TYPE
556,over,O
556,ice,O
556,with,O
556,a,B-QUANTITY
556,hint,I-QUANTITY
556,of,O
556,agave,B-SWEETENER
556,syrup,I-ADD-ON
556,on,O
557,Iced,B-TEMP
557,cortado,B-COFFEE-TYPE
557,with,O
557,a,B-QUANTITY
557,caramel,B-FLAVOR
557,swirl,I-ADD-ON
557,on,O
557,top,O
558,Double-shot,B-QUANTITY
558,espresso,B-COFFEE-TYPE
558,over,O
558,ice,O
558,with,O
558,a,B-QUANTITY
558,hint,I-QUANTITY
558,of,O
558,agave,B-SWEETENER
558,syrup,I-ADD-ON
558,on,O
559,Iced,B-TEMP
559,chai,B-COFFEE-TYPE
559,latte,I-COFFEE-TYPE
559,with,O
559,a,B-QUANTITY
559,shot,I-ADD-ON
559,of,O
